"date","active.calories","steps","weight","steps.lag","calorie.lag"
2017-04-10,1104.2,18.29,156.9,13.69,938
2017-04-11,511.8,10.55,156.9,18.29,1104.2
2017-04-12,549.3,11.18,158.9,10.55,511.8
2017-04-13,985.5,16.45,159.9,11.18,549.3
2017-04-14,1025,18.21,158.6,16.45,985.5
2017-04-15,1089.3,18.25,157.6,18.21,1025
2017-04-16,796.7,15.93,156.4,18.25,1089.3
2017-04-17,627.1,12.9,158.6,15.93,796.7
2017-04-18,572.2,11.55,157.9,12.9,627.1
2017-04-20,1166.6,21.03,157.1,11.55,572.2
2017-04-21,673.7,12.84,159.1,21.03,1166.6
2017-04-22,451.1,10.17,157.1,12.84,673.7
2017-04-23,994.5,19.81,160.1,10.17,451.1
2017-04-24,554.2,12.15,158.4,19.81,994.5
2017-04-25,512.4,11.21,158.6,12.15,554.2
2017-04-30,942.2,15.86,160.9,11.21,512.4
2017-05-01,959,16.68,161.9,15.86,942.2
2017-05-02,1096.5,18.48,162.9,16.68,959
2017-05-03,884.3,16.21,161.1,18.48,1096.5
2017-05-04,561.4,13.29,158.5,16.21,884.3
2017-05-05,479.7,9.39,159.8,13.29,561.4
2017-05-06,511.1,11.96,159.7,9.39,479.7
2017-05-07,942.7,19.13,158.9,11.96,511.1
2017-05-15,1064,17.48,162.4,19.13,942.7
2017-05-16,996.2,16.67,162.6,17.48,1064
2017-05-17,589.5,12.46,162.3,16.67,996.2
2017-05-18,621.1,13.93,160.3,12.46,589.5
2017-05-19,1007,16.3,160.3,13.93,621.1
2017-05-20,936.7,18.39,160.9,16.3,1007
2017-05-21,614.2,14.77,160.1,18.39,936.7
2017-05-22,591.3,11.01,161.3,14.77,614.2
2017-05-23,675.5,13.8,160.5,11.01,591.3
2017-05-24,1090.7,16.98,160.2,13.8,675.5
2017-05-25,1188,20.64,160.1,16.98,1090.7
2017-05-26,1070.6,17.75,162.8,20.64,1188
2017-05-27,486,11.29,161.7,17.75,1070.6
2017-05-28,546.6,13.64,162.8,11.29,486
2017-05-29,1069.9,21.68,160.2,13.64,546.6
2017-05-30,817.1,16.84,160.5,21.68,1069.9
2017-05-31,1007.2,17.2,159.4,16.84,817.1
2017-06-01,589.5,12.87,161.6,17.2,1007.2
2017-06-02,1007.4,16.43,159.8,12.87,589.5
2017-06-03,1049.9,19.75,161.2,16.43,1007.4
2017-06-04,542.9,13.93,160.5,19.75,1049.9
2017-06-05,946.3,17.78,161.2,13.93,542.9
2017-06-06,646.3,10.94,159.9,17.78,946.3
2017-06-07,660,13.66,161.7,10.94,646.3
2017-06-08,1153.4,18.38,160.9,13.66,660
2017-06-09,600,12.87,159.1,18.38,1153.4
2017-06-10,1062,21.08,161.2,12.87,600
2017-06-11,548.9,13,162.1,21.08,1062
2017-06-12,1016.8,18.04,162.1,13,548.9
2017-06-13,558.4,11.49,161.2,18.04,1016.8
2017-06-14,976.4,16.66,160.9,11.49,558.4
2017-06-15,530.1,10.67,161.2,16.66,976.4
2017-06-16,1113,17.6,160.5,10.67,530.1
2017-06-17,503,10.78,160.7,17.6,1113
2017-06-18,576,12.98,161.9,10.78,503
2017-06-19,1009.7,18.9,161,12.98,576
2017-06-21,435.6,8.95,160.5,18.9,1009.7
2017-06-22,473.8,10.89,161,8.95,435.6
2017-06-23,526.4,10.93,160,10.89,473.8
2017-06-24,466.2,11.25,160.6,10.93,526.4
2017-06-25,598.6,14.78,158.8,11.25,466.2
2017-06-26,658.9,14.27,159.1,14.78,598.6
2017-06-27,479.2,9.83,158.9,14.27,658.9
2017-06-29,1182.1,23.86,159.5,9.83,479.2
2017-07-02,557.5,10.99,158.6,23.86,1182.1
2017-07-03,748.3,19.58,158.6,10.99,557.5
2017-07-05,698.1,17.3,160.5,19.58,748.3
2017-07-06,721.1,18.47,160.4,17.3,698.1
2017-07-07,561.4,14.22,159.6,18.47,721.1
2017-07-08,587.7,13.38,159.1,14.22,561.4
2017-07-09,465.6,9.96,159.3,13.38,587.7
2017-07-11,569.4,13.35,159.6,9.96,465.6
2017-07-12,680.3,11.04,157.8,13.35,569.4
2017-07-16,696,16.23,162.5,11.04,680.3
2017-07-17,889.5,18.69,161.4,16.23,696
2017-07-18,1022.5,16.95,162.3,18.69,889.5
2017-07-19,1126,20.29,162.9,16.95,1022.5
2017-07-20,442.8,8.5,162,20.29,1126
2017-07-21,622.6,13.21,160.5,8.5,442.8
2017-07-22,688.7,14.38,161.5,13.21,622.6
2017-07-23,843.1,19.42,160.1,14.38,688.7
2017-07-24,1058.4,16.65,161.3,19.42,843.1
2017-07-25,934.6,16.84,161.9,16.65,1058.4
2017-07-29,568,12.94,160.9,16.84,934.6
2017-07-30,617.4,15.66,162.2,12.94,568
2017-07-31,1086.4,21.37,162,15.66,617.4
2017-08-01,544.1,11.99,162.8,21.37,1086.4
2017-08-02,819.5,15.13,162.5,11.99,544.1
2017-08-03,989.1,13.29,163.4,15.13,819.5
2017-08-08,774.5,13.11,160.6,13.29,989.1
2017-08-09,513.4,10.38,162.1,13.11,774.5
2017-08-10,605.2,14.03,163.3,10.38,513.4
2017-08-11,708.1,12.87,162.1,14.03,605.2
2017-08-12,440.6,10.54,161,12.87,708.1
2017-08-13,574.7,14.3,162.3,10.54,440.6
2017-08-14,743.1,12.2,163.2,14.3,574.7
2017-08-15,570.2,13.25,163.8,12.2,743.1
2017-08-16,822.3,14.91,163.1,13.25,570.2
2017-08-17,690.6,14.63,163.5,14.91,822.3
2017-08-18,793.9,13.89,163.5,14.63,690.6
2017-08-19,593.6,16.12,164.1,13.89,793.9
2017-08-20,628.1,12.38,165,16.12,593.6
2017-08-25,529.3,13.8,164,12.38,628.1
2017-08-26,567.2,14.06,164.2,13.8,529.3
2017-08-27,563.5,11.52,162.7,14.06,567.2
2017-08-28,773.1,13.92,164,11.52,563.5
2017-08-29,527,9.93,163.4,13.92,773.1
2017-08-30,910.5,15.29,163.6,9.93,527
2017-08-31,606.5,12.57,163.5,15.29,910.5
2017-09-04,512.1,11.86,164.8,12.57,606.5
2017-09-06,503.9,9.81,165.4,11.86,512.1
2017-09-08,604,12.89,164.7,9.81,503.9
2017-09-09,593.3,12.76,165,12.89,604
2017-09-11,565,13.14,164.1,12.76,593.3
2017-09-12,586.9,12.63,163.9,13.14,565
2017-09-13,842.7,13.44,163.8,12.63,586.9
2017-09-14,603.9,12.95,165.2,13.44,842.7
2017-09-16,594.8,14.05,165.9,12.95,603.9
2017-09-17,728.7,18.46,164.7,14.05,594.8
2017-09-18,776.7,10.58,166.9,18.46,728.7
2017-09-19,316.4,11.14,167.3,10.58,776.7
2017-09-20,385.4,11.77,165.4,11.14,316.4
